TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
BATCH AND PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.38E+06,2.74E+06,4.60E+06,,,,
2,1.39E+06,2.80E+06,4.59E+06,,,,
3,1.36E+06,2.76E+06,4.42E+06,,,,
4,1.35E+06,2.76E+06,4.23E+06,,,,
5,1.34E+06,2.71E+06,4.25E+06,,,,
BATCH AND PADDING,,,,,,,
ERROR:,,,,,,,
1,,,,,,,
2,,,0.00074193,,,,
3,,,7.36E-01,,,,
4,,5.98E-01,2.52E-01,,,,
5,,1.65E-01,,,,,
COLSIZE:,0.00001,,,,,,
BATCH,,,,,,,
TIME:,,,,,,,
1,23.5059,11.6767,7.93049,,23.46672,11.75506,8.043784
2,23.5889,11.6609,7.91042,,,,
3,23.6734,11.8099,8.00327,,,,
4,23.3218,11.7469,8.19508,,,,
5,23.2436,11.8809,8.17966,,,,
BATCH,,,,,,,
HASH TIME:,,,,,,,
1,3.0348,1.5278,1.0461,,3.02892,1.53266,1.05062
2,3.007,1.4973,1.0117,,,,
3,3.074,1.5606,1.0657,,,,
4,3.0134,1.5336,1.0647,,,,
5,3.0154,1.544,1.0649,,,,
BATCH,,,,,,,
WRITE TIME:,,,,,,,
1,20.3869,10.1109,6.87142,,20.35224,10.19028,6.985694
2,20.4938,10.1391,6.88643,,,,
3,20.5156,10.2128,6.93994,,,,
4,20.224,10.1809,7.124,,,,
5,20.1409,10.3077,7.10668,,,,
BATCH,,,,,,,
THROUGHPUT:,,,,,,,
1,1.43E+06,2.87E+06,4.23E+06,,,,
2,1.42E+06,2.88E+06,4.24E+06,,,,
3,1.42E+06,2.84E+06,4.19E+06,,,,
4,1.44E+06,2.86E+06,4.09E+06,,,,
5,1.44E+06,2.82E+06,4.10E+06,,,,
BATCH,,,,,,,
ERROR:,,,,,,,
1,,2.28E-01,,,,,
2,,,1.15E-01,,,,
3,,0.00087349,0.00032627,,,,
4,,4.15E-01,5.44E-02,,,,
5,,0.0016667,0.0003003,,,,
BATCH AND PADDING,,,,,,,
TIME:,,,,,,,
1,23.2298,11.392,7.64862,,23.60116,11.68544,7.979046
2,23.6648,11.505,7.86213,,,,
3,23.6824,11.7996,8.08304,,,,
4,23.782,11.9523,8.17042,,,,
5,23.6468,11.7783,8.13102,,,,
BATCH AND PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.0703,1.5268,1.0355,,3.05238,1.5313,1.04792
2,3.0217,1.4951,1.0134,,,,
3,3.1058,1.5608,1.084,,,,
4,3.0298,1.5341,1.0537,,,,
5,3.0343,1.5397,1.053,,,,
BATCH AND PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,20.0759,9.8363,6.60509,,20.46312,10.13,6.923846
2,20.555,9.9987,6.83958,,,,
3,20.4923,10.2078,6.9891,,,,
4,20.6671,10.387,7.11363,,,,
5,20.5253,10.2202,7.07183,,,,
BATCH AND PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.44E+06,2.95E+06,4.39E+06,,,,
2,1.42E+06,2.92E+06,4.27E+06,,,,
3,1.42E+06,2.84E+06,4.15E+06,,,,
4,1.41E+06,2.81E+06,4.11E+06,,,,
5,1.42E+06,2.85E+06,4.13E+06,,,,
BATCH AND PADDING,,,,,,,
ERROR:,,,,,,,
1,,,,,,,
2,,7.47E-02,2.40E-01,,,,
3,,2.43E-02,,,,,
4,,0.00041529,3.69E-01,,,,
5,,7.43E-01,5.21E-01,,,,
