TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
4,44.5024,22.8955,14.7253,,,,
5,44.4946,22.9411,14.2823,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,749706,1.46E+06,2.23E+06,,,,
2,748127,1.46E+06,2.31E+06,,,,
3,749195,1.46E+06,2.26E+06,,,,
4,753991,1.47E+06,2.28E+06,,,,
5,754124,1.46E+06,2.35E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,0.00014529,0.00015171,0.00021873,,,,
2,0.00014047,0.00015588,0.00021021,,,,
3,0.00015469,0.00016248,0.00022041,,,,
4,0.00013972,0.00014252,0.00020689,,,,
5,0.0001762,0.00018323,0.00023109,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,42.2785,21.4941,13.3831,,42.19106,21.49438,13.32268
2,42.3261,21.481,13.5272,,,,
3,42.2939,21.6114,13.4253,,,,
4,41.9916,21.4785,12.9518,,,,
5,42.0652,21.4069,13.326,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,793652,1.56E+06,2.51E+06,,,,
2,792760,1.56E+06,2.48E+06,,,,
3,793364,1.55E+06,2.50E+06,,,,
4,799074,1.56E+06,2.59E+06,,,,
5,797677,1.57E+06,2.52E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,0.00014529,0.0049685,0.0094154,,,,
2,0.00014047,0.0048992,0.0092008,,,,
3,0.00015469,0.0050506,0.0091218,,,,
4,0.00013972,0.0048238,0.0090995,,,,
5,0.0001762,0.0048968,0.0092036,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,41.1168,20.9506,13.3993,,41.22638,20.98284,13.30868
2,41.4033,21.012,13.6064,,,,
3,41.4171,21.1212,13.3535,,,,
4,41.0795,20.9581,12.9933,,,,
5,41.1152,20.8723,13.1909,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,816076,1.60E+06,2.50E+06,,,,
2,810430,1.60E+06,2.47E+06,,,,
3,810160,1.59E+06,2.51E+06,,,,
4,816818,1.60E+06,2.58E+06,,,,
5,816108,1.61E+06,2.54E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,0.00014529,0.00014533,0.00014529,,,,
2,0.00014047,0.00014047,0.00014047,,,,
3,0.00015469,0.00015469,0.00015572,,,,
4,0.00013972,0.00013684,0.00014051,,,,
5,0.0001762,0.00017569,0.0001762,,,,
