TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
1,1.39E+06,2.80E+06,4.66E+06,,,,
2,1.37E+06,2.75E+06,4.59E+06,,,,
3,1.36E+06,2.75E+06,4.56E+06,,,,
4,1.37E+06,2.75E+06,4.62E+06,,,,
5,1.36E+06,2.72E+06,4.66E+06,,,,
PADDING WITH BARRIER,,,,,,,
ERROR:,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
COLSIZE:,0.00001,,,,,,
PADDING,,,,,,,
TIME:,,,,,,,
1,22.9623,11.4377,7.00471,,22.96078,11.47266,6.828324
2,22.6649,11.3482,6.7845,,,,
3,22.8415,11.3889,6.75182,,,,
4,23.3672,11.6706,6.9247,,,,
5,22.968,11.5179,6.67589,,,,
PADDING,,,,,,,
HASH TIME:,,,,,,,
1,2.9628,1.4931,0.909,,2.99708,1.51756,0.907248
2,3.0352,1.5417,0.92083,,,,
3,2.9417,1.49,0.88124,,,,
4,3.0819,1.5669,0.94913,,,,
5,2.9638,1.4961,0.87604,,,,
PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,19.9176,9.93007,6.08425,,19.87928,9.927108,5.91409
2,19.5467,9.77716,5.85857,,,,
3,19.8127,9.86683,5.8643,,,,
4,20.2023,10.0675,5.97478,,,,
5,19.9171,9.99398,5.78855,,,,
PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.46E+06,2.93E+06,4.79E+06,,,,
2,1.48E+06,2.96E+06,4.95E+06,,,,
3,1.47E+06,2.95E+06,4.97E+06,,,,
4,1.44E+06,2.88E+06,4.85E+06,,,,
5,1.46E+06,2.91E+06,5.03E+06,,,,
PADDING,,,,,,,
ERROR:,,,,,,,
1,,,,,,,
2,,7.65E-01,0.002382,,,,
3,,0.00014306,5.26E-01,,,,
4,,0.00014441,,,,,
5,,8.49E-01,8.05E-01,,,,
PADDING WITH BARRIER,,,,,,,
TIME:,,,,,,,
1,23.4453,11.5629,6.9033,,23.25026,11.63802,6.882182
2,23.4775,11.6879,6.83576,,,,
3,22.3941,11.6035,6.88836,,,,
4,23.4245,11.6113,6.9144,,,,
5,23.5099,11.7245,6.86909,,,,
PADDING WITH BARRIER,,,,,,,
HASH TIME:,,,,,,,
1,2.9733,1.4929,0.89345,,3.0212,1.52212,0.917774
2,3.0199,1.5217,0.91388,,,,
3,3.0267,1.5251,0.93061,,,,
4,3.046,1.5347,0.93657,,,,
5,3.0401,1.5362,0.91436,,,,
PADDING WITH BARRIER,,,,,,,
WRITE TIME:,,,,,,,
1,20.3669,10.0138,5.97211,,20.12108,10.05486,5.92799
2,20.3515,10.1067,5.8898,,,,
3,19.256,10.0139,5.92339,,,,
4,20.273,10.0115,5.94342,,,,
5,20.358,10.1284,5.91123,,,,
PADDING WITH BARRIER,,,,,,,
THROUGHPUT:,,,,,,,
1,1.43E+06,2.90E+06,4.86E+06,,,,
2,1.43E+06,2.87E+06,4.91E+06,,,,
3,1.50E+06,2.89E+06,4.87E+06,,,,
4,1.43E+06,2.89E+06,4.85E+06,,,,
5,1.43E+06,2.86E+06,4.88E+06,,,,
PADDING WITH BARRIER,,,,,,,
ERROR:,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
